messageID,name,year,month,weekday,date,hour,channel,content,embeds,embedProviders
609679312387309580,Kidcacti,2019,7,6,10,5,27,Hello,0,None Available
609679446760488960,Kidcacti,2019,7,6,10,5,28,Hello,0,None Available
609679810171502603,Kidcacti,2019,7,6,10,5,29,Hello,0,None Available
609679855906455552,Kidcacti,2019,7,6,10,5,30,Is it time?,0,None Available
609680183368220684,Kidcacti,2019,7,6,10,5,31,Is it gonna happen?,0,None Available
609680247096475658,Kidcacti,2019,7,6,10,5,31,da capo,0,None Available
